latitude	longitude	depth	LITH	Fe	Th	U	P
1300.760738	74705.25765	-421.4895541	A	-3.8	-2.97	-3.55	-3.27
1300.749266	74705.27307	-421.5105966	A	-2.88	-2.8	-2.66	-1.59
1300.737229	74705.28933	-421.5327479	A	-3.54	-1.62	-1.68	-2.46
1300.725411	74705.30539	-421.5544884	A	-1.52	-1.59	-1.81	-2.06
1300.713653	74705.32144	-421.5762704	A	-1.97	-2.62	-2.64	-2.71
1300.701756	74705.33775	-421.5984577	A	-2.22	-3.14	-2.31	-1.62
1300.690048	74705.35381	-421.6202625	A	-1.69	-1.65	-3.64	-2.67
1300.679346	74705.36848	-421.6402405	A	-3.44	-2.32	-3.79	-3.16
1300.668868	74705.38285	-421.6598884	A	-1.89	-0.32	-2	-3.72
1300.659586	74705.39559	-421.6773175	A	-2.68	-3.22	-2.03	-2.82
1300.653362	74705.40415	-421.6889837	A	-3.59	-3.39	-4.06	-3.81
1300.64743	74705.4123	-421.7000866	I	1.39	3.19	3.11	2.01
1300.639415	74705.42332	-421.7150725	I	0.34	2.41	3.38	-0.11
1300.629221	74705.43728	-421.7341569	D	-1.98	-2.6	-0.26	-1.7
1300.618836	74705.45153	-421.7536005	D	-2.05	-1.61	-2.41	-2.24
1300.608425	74705.46581	-421.7730089	I	2.34	2.65	3.05	2.05
1300.597134	74705.48131	-421.7940973	I	1.87	1.76	1.85	0.23
1300.585784	74705.49692	-421.8154038	D	-0.78	-0.68	-2.24	-0.08
1300.573836	74705.51337	-421.8378003	D	-1.68	-3.14	-2.57	-1.78
1300.562184	74705.52942	-421.8596419	A	-2.15	-2.09	-3.54	-3.1
1300.550759	74705.54515	-421.8811557	D	-2.13	-1.53	-1.31	-1.67
1300.53509	74705.56673	-421.9106359	A	-3.35	-2.3	-2.21	-2.94
1300.524217	74705.58166	-421.931011	A	-4.65	-2.65	-1.06	-2.1
1300.512546	74705.59761	-421.9529111	A	-3.7	-3.09	-1.66	-2.71
1300.500962	74705.61343	-421.9746165	A	-2.24	-2.42	-2.54	-3.6
1300.493809	74705.62318	-421.9879436	K	0.35	0.24	-0.01	-0.72
1300.49072	74705.62739	-421.9936738	K	0.48	1.29	0.08	1.19
1300.48515	74705.63497	-422.0040404	A	-2.91	-2.64	-2.21	-2.61
1300.477156	74705.64589	-422.0191089	A	-2.72	-3.09	-3	-2.53
1300.465848	74705.66136	-422.0405363	A	-0.47	-2.05	-2.39	-3.3
1300.454701	74705.67663	-422.0615332	A	-2.53	-2.78	-3.3	-2.76
1300.445121	74705.68975	-422.0795327	D	-0.14	-2.08	-0.43	-2.96
1300.437238	74705.70057	-422.0943943	D	-1.28	-3.44	-1.19	-1.67
1300.42847	74705.71258	-422.110942	D	-1.35	-1.18	-2.83	-0.14
1300.4202	74705.72395	-422.1265435	C	2.4	2.9	1.87	0.51
1300.414686	74705.73154	-422.1369333	A	-1.66	-1.94	-1.7	-1.85
1300.41163	74705.73575	-422.1426835	G	0.18	1.75	-0.89	1.71
1300.40867	74705.73981	-422.1482473	D	-1.33	-2.5	-3.58	-3.38
1300.403144	74705.7474	-422.1586346	G	1.63	0.23	-0.18	0.35
1300.395163	74705.75836	-422.1736735	D	-2.36	-1.76	-2.16	-1.04
1300.385527	74705.77164	-422.1918697	A	-1.88	-3.3	-1.4	-3.08
1300.377277	74705.78304	-422.2074558	G	0.67	0.7	1.18	0.39
1300.372659	74705.78943	-422.2161729	A	-3.59	-1.28	-2.48	-2.03
1300.366772	74705.79757	-422.227307	K	1.44	-0.92	0.71	-1.18
1300.360424	74705.80639	-422.2393898	A	-3	-1.67	-2.77	-2.43
1300.353995	74705.81535	-422.2516679	C	3.84	4.29	2.89	1.69
1300.346404	74705.82594	-422.2661748	G	2.07	1.86	1.83	0.98
1300.336761	74705.8394	-422.2845646	C	2.14	2.4	1.04	3.07
1300.328471	74705.85098	-422.3003425	C	2.14	2.36	2.52	2.18
1300.322811	74705.85887	-422.3111103	A	-2.53	-3.98	-3.93	1.26
1300.317839	74705.8658	-422.3205838	A	-3.04	-3.36	-2.99	-2.55
1300.308878	74705.87831	-422.3376828	A	-2.54	-3.27	-1.09	-0.96
1300.297079	74705.89476	-422.3601562	A	-1.56	-1.2	-1.9	-3.03
1300.288683	74705.90646	-422.3761249	A	-3.46	-2.26	-4.32	-1.34
1300.285269	74705.91121	-422.3826281	D	-1.02	-1.13	-0.72	0.05
1300.28254	74705.91501	-422.387834	D	-1.63	-2.72	-0.98	-1.22
1300.277186	74705.92247	-422.3980681	C	0.3	3.24	1.55	1.35
1300.269786	74705.93279	-422.4122037	D	-2.65	-1.35	-1.24	0
1300.261501	74705.94434	-422.4279968	D	-2.32	-2.97	-1.29	-1.62
1300.253597	74705.95536	-422.4430371	C	1.88	3.02	3.07	3.05
1300.247457	74705.96393	-422.4547413	D	-0.93	-1.52	-1	-0.47
1300.240841	74705.97316	-422.4673863	D	-0.98	-2.87	0.28	-2.86
1300.232962	74705.98416	-422.4824516	D	-2.52	-1.08	-1.5	-2.37
1300.227221	74705.99218	-422.4934222	G	2.17	0.41	0.58	3.16
1300.222452	74705.99884	-422.5025271	D	-1.51	-1.55	-1.54	-2.03
1300.213788	74706.01096	-422.5190576	A	-2	-2.37	-3.52	-3.21
1300.203475	74706.02538	-422.5387563	A	-1.91	-2.19	-1.15	-2.73
1300.191911	74706.04156	-422.5608777	D	-2.98	-1.02	-3.2	-1.76
1300.182576	74706.05464	-422.5787073	D	-3.82	-0.23	-0.66	-2.43
1300.176445	74706.06322	-422.5904063	G	0.71	0.93	0.96	1.7
1300.16905	74706.07356	-422.6045232	A	-1.95	-1.85	-4.35	-2.66
1300.157418	74706.08991	-422.6268294	A	-2.27	-2.76	-2.14	-3.31
1300.148896	74706.1019	-422.6431838	A	-1.21	-4.31	-3.04	-2.25
1300.144445	74706.10818	-422.6517304	G	0.17	-0.14	1.3	2.1
1300.142415	74706.11105	-422.6556318	D	-3.46	-1.88	-1.58	-1.45
1300.140289	74706.11405	-422.6597188	D	-1.92	-1.55	-1.74	-2.28
1300.137004	74706.11869	-422.6660348	D	-2.79	-0.38	-2.03	-3.1
1300.131115	74706.12703	-422.6773695	D	-0.85	-3.77	-2.16	-2.7
1300.121948	74706.13999	-422.6950295	C	3.13	3.04	2.67	2.12
1300.111442	74706.15488	-422.7152949	C	2	1.76	2.12	2.01
1300.100091	74706.17101	-422.7372276	C	1.45	2.06	0.82	1.46
1300.092881	74706.18127	-422.7511716	D	-0.91	-1.46	-0.5	-1.47
1300.089036	74706.18673	-422.7586105	A	-1.13	-2.26	-3.04	-2.86
1300.083463	74706.19466	-422.769399	G	1.5	2.26	1.25	1.14
1300.075778	74706.20559	-422.7842802	G	0.78	1.63	0.59	1.02
1300.067794	74706.21693	-422.7997091	D	-0.01	-0.07	-0.26	-2.32
1300.059702	74706.22842	-422.8153176	D	-1.7	-1.77	-1.42	-1.65
1300.052471	74706.23867	-422.829255	C	3.16	1.56	2.48	1.18
1300.043557	74706.2512	-422.8463582	C	3.38	2.93	2.52	1.51
1300.034899	74706.26329	-422.8629087	C	2.33	2.42	1.36	2.28
1300.028456	74706.27242	-422.8753865	D	0.84	-1.78	-0.45	-3.05
1300.019144	74706.28563	-422.8934614	K	0.83	0.93	-1.23	-0.48
1300.01012	74706.29844	-422.9109744	C	1.87	2.71	1.65	2.2
1300.003211	74706.30825	-422.9243928	C	2.69	3.4	2.3	1.36
1299.989603	74706.32759	-422.9508713	C	1.9	2.19	2.7	1.45
1299.980506	74706.34054	-422.9685846	C	1.79	2.76	1.23	3.17
1299.971879	74706.3528	-422.9853626	D	-0.63	-1.71	-1.36	-1.11
1299.961633	74706.36741	-423.0052903	D	-1.48	-0.41	-3.44	0.09
1299.951025	74706.38258	-423.0259582	D	-0.84	-1.39	-2.13	-1.48
1299.944719	74706.39161	-423.038249	D	-0.15	-1.48	-2.24	-2.43
1299.938127	74706.40104	-423.0510978	D	-3.15	-1.52	-2.4	-0.6
1299.92935	74706.41365	-423.068213	D	-1.13	-2.32	-1.65	-1.93
1299.922112	74706.42408	-423.0823481	D	-2.59	-1.59	-2.6	-1.21
1299.917166	74706.43122	-423.0920222	K	0.29	0.89	0.3	0.91
1299.911662	74706.43918	-423.1028229	A	-3.75	-2.52	-1.22	-1.01
1299.90219	74706.45288	-423.1214637	A	-2.96	-2.75	-2.05	-3.24
1299.891359	74706.46849	-423.1427071	A	-4.2	-2.77	-3.7	-1.25
1299.880166	74706.48464	-423.1647111	A	-0.7	-2.4	-2.57	-2.01
1299.868898	74706.5009	-423.1869335	A	-2.7	-4.62	-2.28	-4.43
1299.859416	74706.51456	-423.205602	A	-2.66	-1.41	-4.32	-2.46
1299.85006	74706.52814	-423.2240524	A	-2.49	-3.99	-3.27	-2.37
1299.841495	74706.54066	-423.2410106	A	-0.68	-0.13	-2.48	-2.52
1299.834542	74706.55083	-423.254814	A	-2.66	-3.13	-0.72	-2.98
1299.825047	74706.56468	-423.2736679	A	-2.47	-2.65	-2.29	-2.43
1299.813762	74706.58119	-423.2960283	A	-1.83	-2.81	-0.77	-3.84
1299.802466	74706.59772	-423.3183726	A	-2.67	-3.64	-2.37	-4.49
1299.79121	74706.61423	-423.3407516	A	-3	-1.05	-2.1	-3.39
1299.779944	74706.63074	-423.3631205	A	-1.77	-0.73	-2.47	-1.37
1299.770927	74706.64397	-423.3809964	A	-2.95	-0.4	-1.44	0.03
1299.762869	74706.65582	-423.3970262	A	-3.29	-3.91	-1.09	-1.9
1299.753613	74706.66944	-423.4155009	D	-2.29	-3.87	-1.28	-2.06
1299.744818	74706.68239	-423.4330305	G	1.47	1.46	1.19	1.63
1299.735566	74706.69606	-423.4514733	G	2.51	-0.19	2.14	0.37
1299.727528	74706.70792	-423.4675062	D	-1.88	-2.27	-2.76	-2.52
1299.721734	74706.71645	-423.4790751	C	2.85	3.9	0.2	3.17
1299.715016	74706.72636	-423.4925176	G	2.02	2.45	-0.61	2.31
1299.706042	74706.73959	-423.5104179	G	0.38	-0.68	1.74	0.79
1299.696958	74706.75297	-423.5284863	C	1.66	1.52	0.5	3.1
1299.687608	74706.76674	-423.5471388	A	-2.56	-2.53	-2.37	-1.31
1299.678004	74706.78089	-423.5663887	A	-2.44	-2	-3.03	-3.63
1299.66923	74706.79384	-423.5839308	A	-3.39	-2.72	-2.01	-2.17
1299.660729	74706.80639	-423.6008959	A	-1.23	-2.8	-2.89	-0.91
1299.652887	74706.81796	-423.6165638	C	2.9	2.75	1.64	3.74
1299.643473	74706.83185	-423.6354321	C	1.99	1.14	2.13	2.1
1299.632284	74706.84837	-423.6578387	C	2.2	1.91	0.63	2.76
1299.621054	74706.86491	-423.6802021	C	3.25	1.88	1.73	2.54
1299.612065	74706.87812	-423.6981125	D	-0.18	-2.65	-3.15	-1.77
1299.605806	74706.88733	-423.7106283	D	-1.19	-1.38	-0.8	0.49
1299.598903	74706.89749	-423.7244574	G	2.15	0.12	2.55	0.9
1299.589847	74706.91084	-423.7425642	G	1.34	0.59	2.21	0.75
1299.58164	74706.92296	-423.7589935	C	3.39	2.4	1.33	1.33
1299.575498	74706.93203	-423.7713271	G	1.78	0.92	-1.41	1.82
1299.569648	74706.94069	-423.7831144	G	2.23	2.6	1.59	2.28
1299.564077	74706.94893	-423.7943376	C	0.47	1.73	0.54	1.78
1299.555807	74706.96119	-423.8109656	C	2.86	1.32	2.52	2.3
1299.544676	74706.97775	-423.8333679	C	1.33	2.23	3.34	1.97
1299.533574	74706.99426	-423.8558228	C	2.24	2.24	2.07	2.86
1299.522475	74707.01078	-423.8782655	C	3.43	0.21	0.96	3.29
1299.514408	74707.0228	-423.894503	C	1.97	0.8	2.73	2.08
1299.508847	74707.03108	-423.9057028	G	1.97	1.18	2.6	0.07
